,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081
ssp119,Constrained,Q05,0.081655094,0.09941124800000001,0.114441378,0.127430178,0.1401665175,0.1498947945,0.164176167,0.1797190375,0.19564075549999999,0.2081423835,0.2184592945,0.23335308999999999,0.24539341900000003,0.252686057,0.26077651399999996,0.2694654265,0.28384513299999997,0.29741277749999995,0.305426879,0.3142084175,0.324521126,0.327917142,0.331295098,0.336273371,0.3400915135,0.34320360699999997,0.34643008399999997,0.34913304749999996,0.3488382635,0.351932127,0.354369901,0.354617627,0.357296623,0.361716641,0.362804518,0.3605972635,0.35421654700000005,0.346325747,0.34150418699999996,0.337333443,0.33448224550000005,0.32922941699999997,0.325354535,0.3198530615,0.3158089065,0.3100966765,0.30019708849999993,0.2920313355,0.2853623165,0.27795563,0.2713329675,0.2647202015,0.2571374875,0.24762968150000003,0.24074958750000008,0.23348183000000006,0.22927646150000006,0.22771818250000003,0.22232038050000005,0.21408308350000008,0.20730373350000003,0.2067415,0.20223112250000003,0.19799325750000002,0.19318048149999997,0.19061718649999998,0.18677457249999996,0.18096758399999996,0.17654091649999998,0.17221318,0.16813192799999999,0.1656207125,0.16082234450000002,0.15675791449999998,0.15159940300000002,0.14906871900000002,0.141953667,0.132848981,0.1280340595,0.1212680515,0.11181814349999998,0.10896790743333305
ssp119,Constrained,Q50,0.121787192,0.14430624,0.1645318685,0.1851240485,0.2055908595,0.2252896065,0.2471055965,0.27020104,0.294128568,0.3161319385,0.33745926299999995,0.36227568649999997,0.386022723,0.4065885545,0.4253241775,0.4472804965,0.47151777949999996,0.49387797349999996,0.5121612845,0.5310387135000001,0.548465599,0.563676662,0.579514777,0.5950404955,0.607904265,0.62091088,0.6337984945,0.6441412365000001,0.6530957585,0.6641520160000001,0.6738336595000001,0.6804661715,0.6883959190000001,0.6962136465,0.704017932,0.7092271975,0.7097649479999999,0.7124254114999999,0.715337291,0.7177909739999999,0.7201190049999999,0.722384061,0.7227197890000001,0.723613125,0.7253020145000001,0.7242323545,0.721215597,0.719179623,0.7192629020000001,0.7171136785000001,0.71492381,0.7131100165,0.7109894655,0.7073587940000001,0.7036901055,0.6993748335000001,0.698624503,0.6964269365000001,0.6935515255,0.6903490045,0.6876742490000001,0.685178549,0.6818423235,0.6789839480000001,0.6761539145,0.6750469699999999,0.671734343,0.6682000365,0.663177348,0.6564745695,0.6504788239999999,0.6467729635000001,0.6430981849999999,0.638824214,0.63365046,0.631363817,0.6259816305,0.620487899,0.614673619,0.6076728204999999,0.6002573654999999,0.5979402714666658
ssp119,Constrained,Q95,0.1614329525,0.1886834215,0.2140276715,0.242048516,0.2700867655,0.299658283,0.328858594,0.3593312045,0.39130817650000005,0.4226273205,0.45503322050000006,0.4895315315,0.5246267235,0.5584866385,0.5880911965,0.6231257275,0.6571666585,0.6881308824999999,0.716770854,0.7453900655,0.7695512655,0.796610069,0.8255560824999999,0.8509518005000001,0.8723746315,0.8962132635,0.9186164649999999,0.936749175,0.9542901609999999,0.9735308119999999,0.9898889774999999,1.00354091,1.0158745814999999,1.0275637514999998,1.0421597249999999,1.054043369,1.062275052,1.0750208895,1.0862745569999999,1.094070011,1.1030912145,1.112858472,1.117231668,1.124531063,1.13174588,1.13481579,1.1380015735,1.1433271895000001,1.1499702975000001,1.152944054,1.1544515234999997,1.1584076894999997,1.1621053325,1.163163486,1.1623062635,1.1620650135,1.164310211,1.16154404,1.161128872,1.1626512715000001,1.1636006375,1.1600982445,1.1587431715,1.1566333485,1.1552252225,1.1550928010000001,1.1531859315,1.1523264545000003,1.1456608245000002,1.136539392,1.1303415600000002,1.1254980105,1.1220504005,1.11683292,1.1122503034999998,1.1103863855,1.1071308475000001,1.1038400945,1.0977790545,1.091515518,1.0852483,1.0835049479666663
ssp119,Raw,Q05,0.076426681,0.0969769395,0.114766214,0.130586447,0.14577802350000002,0.1571599735,0.168754226,0.181208489,0.19738361249999997,0.212588671,0.22327258,0.23516070649999998,0.24310021649999997,0.246574122,0.256373268,0.26457911749999996,0.274435857,0.2860961905,0.293944957,0.3001566585,0.3118755685,0.3162262845,0.3185646105,0.32419137600000003,0.32620721500000005,0.32281316700000007,0.3253446035,0.328187644,0.3260202715,0.327350111,0.3318428855,0.3327172205000001,0.33518930700000005,0.34157230200000005,0.34097015500000005,0.3388683565,0.3358306425,0.327739806,0.321425883,0.316960845,0.312433109,0.30377757800000005,0.29863554400000003,0.29126414500000003,0.2873401175,0.283361235,0.27101756,0.2631072805,0.257547056,0.24890694699999993,0.24130075499999998,0.230711261,0.22311169399999997,0.21503699199999998,0.208438349,0.200640697,0.196151253,0.193020148,0.18775041199999998,0.184693163,0.178687823,0.17700519650000002,0.17813461500000002,0.18028001300000002,0.175956528,0.1762464825,0.1778824015,0.17330151300000002,0.17288747049999997,0.172188409,0.17057241699999998,0.171789597,0.168749501,0.1667081575,0.1669326765,0.1668661595,0.1621837095,0.15607663100000002,0.154520261,0.14984953099999998,0.14534783699999998,0.14468521613333296
ssp119,Raw,Q50,0.142759571,0.16421565300000002,0.1836588845,0.20989536450000001,0.233693394,0.25327573999999997,0.279743328,0.307035741,0.331742644,0.3544920225,0.376245809,0.39962089,0.427294341,0.452579321,0.477022485,0.5070371655,0.544944391,0.5750128704999999,0.6001414205,0.612798756,0.62638411,0.6516666955,0.681079892,0.696510903,0.7099131224999999,0.7237184295,0.7358473754999999,0.745078047,0.7507045204999999,0.7635810639999999,0.775698935,0.7825246889999999,0.7923949534999999,0.7977984825,0.8033474254999999,0.8102007449999999,0.8132901369999999,0.816401831,0.8192734155,0.820655535,0.824063629,0.828058187,0.827895469,0.824095035,0.8253450935000001,0.826981262,0.8277270605,0.8282415835000001,0.8314979634999999,0.833028885,0.8296135705000001,0.8312588154999998,0.8352868729999999,0.839095819,0.8429935765000001,0.8426207109999999,0.8412839,0.835857368,0.826279969,0.820358431,0.8162965099999999,0.819356899,0.8152564170000001,0.809509664,0.8093694355000001,0.8023591855000001,0.7963589375,0.793301582,0.7910379885000001,0.7831687195,0.7782442170000001,0.7753163025,0.7680562195,0.766171546,0.766478629,0.763485858,0.7630809714999999,0.7635262489999999,0.7576811265,0.7503828095,0.7346238934999999,0.7422017046666666
ssp119,Raw,Q95,0.2278005695,0.264267095,0.29952004200000004,0.33479417349999996,0.37012230150000003,0.4080530795,0.452077346,0.495122733,0.5363210125,0.5776420634999999,0.6199547575,0.661606757,0.7009987149999999,0.739709255,0.7793098334999999,0.8172019545,0.852305604,0.887045025,0.9234902870000001,0.9593989254999999,0.995056524,1.0275791195,1.0582061564999998,1.0878611645,1.1163341295000002,1.141750797,1.1642489035,1.1872793585,1.210166268,1.231339705,1.2509174225,1.2691100649999998,1.2855577495,1.3019954315,1.3172259674999998,1.3302103635,1.3454658,1.3601767055,1.3721483525,1.381386574,1.3902506095000002,1.3997545935,1.408766477,1.4174438980000001,1.4238153675,1.4297116245000001,1.4356102405,1.4412116359999998,1.4448757049999998,1.4503285625000002,1.4563672645,1.4603250165,1.4640688585000001,1.4640581250000002,1.4631040990000002,1.4656088660000002,1.465928774,1.462742752,1.460504683,1.4610550669999998,1.4609089175,1.4592287525,1.458043297,1.4583680735,1.4588929435,1.4570815910000001,1.453835007,1.4502079724999999,1.4470572589999997,1.4418195679999999,1.436808524,1.4328804155,1.4296602969999999,1.4274096084999999,1.4261877615,1.424184383,1.421787084,1.4211638145,1.4191742525,1.4165144404999999,1.4126027025,1.4114209315333333
ssp126,Constrained,Q05,0.07113501891111486,0.08359679266356601,0.09731323194374071,0.11440527782339265,0.12951041538150224,0.14109852658935673,0.15741102968931292,0.17397385498439344,0.18933306876508305,0.20548197852275293,0.22086794316126937,0.2329326115349509,0.24712482076198017,0.2614194135878421,0.27457178257802584,0.2872832510407491,0.2997197688589366,0.3134614146122303,0.32653992168002005,0.33905630621960325,0.352183989261085,0.3636025900894356,0.3717660608227488,0.3815964868500767,0.3896105873099122,0.39434664451116147,0.40061169166666666,0.4057300635999999,0.41138540700000004,0.4178089603333333,0.4243349836666667,0.42937693500000007,0.43606562066666665,0.4380218753333333,0.4416492613333334,0.446316624,0.45031607233333326,0.45115918645379116,0.45173926133333336,0.4541984943333333,0.45157822098455475,0.45069723233333336,0.4548536623333334,0.45550661566666667,0.4539777513333334,0.45543923766666666,0.45314487833333333,0.45232442399999995,0.454635299,0.4548072693333333,0.4540044999999999,0.456779823,0.45677847366666663,0.4585640246666666,0.46103106433333335,0.4614728499999999,0.45960302866666664,0.45952252199999993,0.4590227463333334,0.45753055433333323,0.45665996066666664,0.45613951899999994,0.454104923625754,0.4513689836666668,0.4521028816666666,0.45098522066666663,0.45304696866666666,0.45327305973955023,0.44876656666666664,0.4442672216666666,0.44273003133333333,0.43546214166666664,0.4340358583333333,0.4296423729999999,0.4211863883333334,0.41877491,0.414667393554387,0.40689026266666667,0.3984047736666667,0.39270846099999995,0.3859310483333333,0.3819196217850287
ssp126,Constrained,Q50,0.12048720168427358,0.142182505928189,0.16366116171324657,0.18435808053601166,0.2061970231478423,0.2280770377093305,0.25306681012355065,0.2779884394423214,0.30138564344785174,0.3240415987369673,0.3492068721964678,0.3726826132802108,0.3954197186404264,0.4155958331046521,0.43768646861975163,0.4644486457220404,0.4850289634933635,0.5082352424073587,0.528543271214078,0.5511452968413004,0.5712790263077789,0.5897292671599086,0.607350026593965,0.6256399402815869,0.641681274715231,0.6566042937955906,0.6719820077054243,0.6854682859217084,0.7010165026846321,0.7164552576957876,0.7284107078225118,0.7407608178421649,0.7540355868447103,0.767587199592648,0.7757190456127102,0.7866740973462747,0.8001628793531158,0.8115537926334073,0.8195748229485164,0.8288163949684847,0.8380457807343374,0.8497664813184738,0.8593789063879055,0.868131622399233,0.8764600710178175,0.8840340786718407,0.8913636361111538,0.8976196206671933,0.9025412060873591,0.9073561036592525,0.9143104804930994,0.9184393278225337,0.9207147806519629,0.9263916959194448,0.93081244867825,0.9349355111064908,0.9368080896149786,0.9360385948329447,0.9371618567209933,0.9419966031266055,0.9414819268643799,0.9416913960992973,0.9434933940746447,0.9424359898291703,0.9425244124070286,0.9424322241864337,0.9427116544207125,0.9415719669998847,0.9387741232922551,0.9395216144905422,0.936595570352856,0.9362996252529575,0.9339115907116011,0.9307669234452854,0.9285302420100864,0.925144883635859,0.9235931953093276,0.9206338382286559,0.9152260169216696,0.9117719808702809,0.9118133680551592,0.907336977023252
ssp126,Constrained,Q95,0.16639922064784493,0.19416447185918395,0.2230319741390745,0.2534692690023319,0.28341256660505293,0.3204740238572937,0.35667425222470667,0.3896718709207137,0.422218089365966,0.460491433670807,0.5000276494585789,0.533868160928908,0.5685691531924739,0.6020821474762265,0.6416463152111764,0.6711879156079986,0.7037661036307862,0.7297921168446341,0.7602715346970482,0.7937457453365809,0.8233635607827612,0.852038139485698,0.879701863257374,0.9075227055004035,0.9377623154529852,0.9599826545313604,0.9853783081848569,1.0149221696985788,1.0410822699147355,1.0664787240358262,1.089186579372764,1.1129786610110723,1.1411339248891321,1.168579468853259,1.1921735767898247,1.213478675817153,1.2317724268751198,1.2790872719139144,1.2977213659214317,1.316141871426022,1.3321713147704983,1.3482706943713911,1.3642363280381502,1.3786603439449532,1.392893754830394,1.4069093704131468,1.4192214750992742,1.4294600481110413,1.4411486722852758,1.4515978594270622,1.4609442495518905,1.4694938523540555,1.4771714761722647,1.4818158388704425,1.4888582183942056,1.4970544451470331,1.5037637123650576,1.5078779693485973,1.5128787164264839,1.5191622615561349,1.5263014246674382,1.5328582608834733,1.5382060906114232,1.5446709372207295,1.550237777637901,1.5576705953027818,1.5629483084014668,1.5673174328409447,1.5715477216563245,1.5770612004646516,1.5798528032678825,1.585469748848064,1.5895714344082432,1.595406119118499,1.5997931753371815,1.6048755900040892,1.6094736982246907,1.6159491978661749,1.6193352789077908,1.6223778254105614,1.6246114749177194,1.6314052069619855
ssp126,Raw,Q05,0.078539015798,0.09507249936933333,0.10949565363133333,0.12795003185466666,0.14384538274066666,0.15860818979,0.17308846525333332,0.18940280988,0.20593114144,0.22529123470666668,0.24076195250666665,0.2549829840466667,0.2708084957333333,0.28866389468,0.30249438248,0.31360265352666666,0.33003288698666666,0.3463263162733334,0.36108979972666666,0.3750326143,0.3885822392466667,0.4013785034533333,0.4114481989466667,0.42221482687999995,0.43170909240666666,0.43752373944,0.44561495854666666,0.45201779771999995,0.45800317424,0.4645942914000001,0.4727441332,0.4800821421600001,0.4896746582,0.49543023868,0.50363183984,0.5120028163066667,0.5178846671733334,0.5233401064000001,0.5271323193866666,0.53171870016,0.5363444272800001,0.5392990016266667,0.5452492297333333,0.5474037066266667,0.5477022175733334,0.5502414992400001,0.5520507045333334,0.5552738005999999,0.55669411664,0.5567485957466666,0.5600734329599999,0.56459467192,0.5663557462,0.5691362096933333,0.5733054337466666,0.5769316587333333,0.57744360048,0.5801857984266667,0.5811049318533333,0.5804217965866667,0.5816740448400001,0.581419283,0.5812545118266667,0.5803166866666667,0.58055355712,0.57959284236,0.5787641222400001,0.5763650764933334,0.5715285892133334,0.5671858571733334,0.5657635557866667,0.5621282914933333,0.5604852395466666,0.5553518120666666,0.5501366266266667,0.5483382571466667,0.5464508206533334,0.5408754805466666,0.53480688512,0.5295108171066667,0.5235887788000001,0.5214193426622211
ssp126,Raw,Q50,0.14260300356666666,0.16736600836666668,0.1916226885,0.21717863250000002,0.24424167393333338,0.26595521786666665,0.2935589612666667,0.3239996674666667,0.34976972986666666,0.37804394333333335,0.4077487284333334,0.43425915193333325,0.45959016580000006,0.4865983575333333,0.5164814024666666,0.5436888582,0.5684654547333333,0.5936754266666667,0.6147410539,0.6425796836333334,0.6697602551333333,0.6901844553333335,0.7099459377666668,0.7323841316,0.7540663973666667,0.7724694756666667,0.7933879789333332,0.8185469841000002,0.8377460676333334,0.8547652864666667,0.8748824676,0.8948764111333333,0.9125741579,0.9273833886,0.9410702901333333,0.9550602611333333,0.9671330077666668,0.9813997228666667,0.9933541650333334,1.0049445996666668,1.0155626376333335,1.0253502641666667,1.0374275886000002,1.0479611703,1.0559253947999998,1.0641440052666666,1.0723179009333335,1.0806925863333332,1.0898663486666667,1.0996718351333332,1.106089509,1.1093598489999998,1.1150042606666668,1.117576742,1.1210244076666667,1.1254094506666668,1.1290391490000002,1.13193214,1.1352515246666668,1.1388719580000002,1.1426931120000001,1.1444234800000002,1.145875216,1.1486957426666669,1.1510100703333332,1.1501528086666668,1.150518545,1.1518419426666668,1.150949105666667,1.1472402243333335,1.1411749723333335,1.1393802196666667,1.142984504,1.144755314,1.141935375,1.139470273,1.1375727996666667,1.1367661806666665,1.1341488746666668,1.1293590523333334,1.1239835492666668,1.126319432617777
ssp126,Raw,Q95,0.22540038380000005,0.26090128522000006,0.2974962293133334,0.33420051332000006,0.3715532065333334,0.41109562229333346,0.4521653330600001,0.4965535453866668,0.5408173425400001,0.5845759874266668,0.6295185724266666,0.6729393941266668,0.7131933315600002,0.7528266540666668,0.7965022676666669,0.8347528125800002,0.8732665579533335,0.9125711750266668,0.9503280466000001,0.9860381991666669,1.0203013644533339,1.0554622593333336,1.0874125451333336,1.1181519455333337,1.1473283839333337,1.1749117703333336,1.2021353620000002,1.2312237858000001,1.259604990066667,1.2857562138,1.3124224671333335,1.340360858666667,1.3673922824666669,1.3947599973333336,1.4210494737333335,1.4462637955333335,1.4684147634,1.491460733933333,1.5173960249999998,1.5390054313333332,1.5578344918000002,1.5778221529333336,1.5954060944666668,1.6118728386666668,1.6285095716000004,1.645850411066667,1.6618541121333334,1.6765627218666665,1.6896909413333336,1.7038348580666665,1.7162512654000004,1.7307799624000004,1.7417498439333337,1.7497489606666672,1.7636373330666668,1.7739952360000002,1.783796457866667,1.7932045216666668,1.8036251367333336,1.8136797395333337,1.8257642527333335,1.8352461821333337,1.8468674628,1.859774924533334,1.8703117651333336,1.8813549515333332,1.8884600592,1.8945977752666667,1.8983690300000002,1.902053934066667,1.9060933771333335,1.9136376845333334,1.9162846400000006,1.9229003949333336,1.9285709563333338,1.9325044782000003,1.937138848333334,1.9432631352666672,1.9461542400000005,1.9489650774000005,1.9522628540000004,1.958272777097779
ssp245,Constrained,Q05,0.07250960167004626,0.08664452507212693,0.0991186390732896,0.1148737472657817,0.1264106920908232,0.1424650877552842,0.16147444405818903,0.17783505679060577,0.19156973080612402,0.20607708244984582,0.22510517318062676,0.24587799610984526,0.26545868003043954,0.28008430236810783,0.295933080175189,0.30382893223697954,0.32285174751995793,0.34098344407007414,0.36072581150853655,0.38078784438252483,0.40047063860398663,0.4184176385846845,0.43401034785335374,0.45036853488300893,0.46944979719926444,0.4864975059604268,0.5036277647615856,0.5208074410050815,0.5408046226589868,0.5607970177461318,0.5776636090135232,0.5930442470977401,0.6112820153792594,0.6300617650964031,0.6475904185098719,0.6643535081195756,0.6790310060748314,0.6937658582341842,0.7098155205434836,0.7229551492945335,0.7383944656755093,0.755006180186733,0.7729337036691003,0.7848754779953305,0.7984948464480688,0.8124585311821656,0.8236180210380578,0.8361732169999999,0.8494827420000001,0.860429436,0.8761606764593206,0.8918314849267066,0.903010263150673,0.9170999745401981,0.9332456192547761,0.9473724103333331,0.9600746629999999,0.9742603416666666,0.9886414233333333,1.0010972386666668,1.0112823392567984,1.0209186417355898,1.0336747257100964,1.045905017321562,1.0552820140541117,1.0649944156702735,1.0759823561734698,1.0879920029185002,1.0981345790166455,1.1069863071383113,1.1143570859384948,1.1215483852017234,1.1309845157789165,1.1368569332279423,1.142700430750926,1.1529176111893522,1.1634006221165338,1.170765619431022,1.1771835240118131,1.1837036297791275,1.1898609659915889,1.1991330645033544
ssp245,Constrained,Q50,0.12156709463592495,0.14585905703190924,0.16730377748206185,0.18939542762230396,0.2122099232621026,0.23554188301392323,0.25664733049543376,0.2794562301099731,0.30236064480336816,0.32589420502823513,0.352516444301693,0.37743086842919443,0.4022190539785486,0.4271582163173831,0.45449282445804745,0.47943105701564287,0.5020930017205997,0.5261931124962459,0.5559180822916889,0.5814108596945324,0.6062972886345142,0.6282269693676542,0.650532631576645,0.6708650949170378,0.690354917300155,0.7098783149201394,0.7325846725397618,0.7563572099886672,0.7803754875502715,0.8031615523048625,0.8240075491192954,0.8474892244058546,0.8712999050841468,0.8958936413381795,0.915629708728175,0.9344660578582248,0.9579503956751344,0.9851284637409616,1.0051910139329727,1.0231199129126292,1.046668067568431,1.0785461223787074,1.097936155632923,1.1203043065821439,1.1411273329433012,1.1642909878247731,1.188355880650615,1.2084117398681269,1.22897633933416,1.2502928501137418,1.2697528870202455,1.2923789419338292,1.3112792906571618,1.3320756419255153,1.3528532063552572,1.3704007028617085,1.3878169741497033,1.4042933832832774,1.4227522152357193,1.4410344375835358,1.4558916303719667,1.4713116061590574,1.4942788614538198,1.5078634889192946,1.5310418847088119,1.546692931965504,1.55504078086091,1.579257113682039,1.5957071647022492,1.608785847406559,1.6234068303647264,1.6380545963769995,1.6545233712519742,1.6697733569270088,1.6851018024894966,1.7001956679822288,1.7152967898206608,1.730022385283817,1.7433646976355046,1.754308940692949,1.7653113093250876,1.7838584798802473
ssp245,Constrained,Q95,0.17084846140578325,0.19617052242182595,0.2230167909421832,0.2533015530524108,0.2846204557451621,0.31649361418638383,0.3497605036582625,0.38336964666753426,0.41813953293125267,0.45424598716741443,0.49870358968860296,0.5323156046714689,0.5659955582154738,0.5989199377687506,0.6309417524637233,0.6636709032022501,0.6958139538983686,0.7299188455131157,0.7643377927926496,0.7995173736836504,0.8349788196250678,0.8692496107315625,0.9007662234874759,0.9349701354217418,0.9681324735365129,0.999651403648051,1.0311344456882778,1.0621233804897636,1.0967451130305925,1.1304640343375456,1.1621720769940953,1.1958349124813292,1.2294028675446746,1.2627687775365481,1.2971963228065648,1.3434838717906807,1.37481158977413,1.4106348859680322,1.4475644391970672,1.4774553387410754,1.526923125486184,1.5408013808988186,1.585722711250644,1.6184907220001221,1.6476596784409072,1.6590349350744968,1.691308116538708,1.719927485371097,1.7462861007720754,1.7742290277319908,1.8215266770465781,1.8503768306305115,1.8966188093064529,1.9248611436922092,1.9504809157571688,1.9782232551658347,2.0022493688856167,2.0282526930910496,2.050772502234907,2.0736539887490673,2.0958449855933954,2.135589829367454,2.160332121650241,2.181870101197149,2.2064372231111036,2.22929635145795,2.2519046355335353,2.276334035538118,2.301020140287726,2.322125987710891,2.342846444760966,2.364767444739514,2.3881138126056354,2.4105091105196728,2.4313681165268455,2.4506484196199056,2.473689248406974,2.497654295902073,2.51928061280109,2.5417108129549764,2.5626307152386167,2.5843507694401042
